fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,alcohol,quality
4.64,0.698,0.36,0.9,0.08,11.5,5
9.85,0.49,0.2,0.9,0.038,11.1,6
6.34,0.595,0.21,9.3,0.141,9.5,4
7.9,0.415,0.22,0.9,0.088,9.1,7
5.82,0.455,0.13,5.9,0.034,9.3,6
9.71,0.375,0.52,4.2,0.029,10.3,7
6.99,0.679,0.34,1.1,0.097,9.4,6
6.89,0.662,0.29,0.9,0.012,10.4,6
7.34,0.41,0.32,1.9,0.095,10.6,6
8.11,0.506,0.25,7.4,0.13,10.3,7
8.08,0.258,0.11,1.6,0.054,9.8,5
6.59,0.955,0.01,2.4,0.101,11.5,3
10.35,0.564,0.41,1.7,0.126,9.0,5
8.28,0.376,0.66,6.9,0.086,9.4,6
8.16,0.505,0.56,6.0,0.084,10.3,6
11.26,0.295,0.15,0.9,0.078,10.4,6
10.01,0.784,0.0,1.6,0.158,11.2,6
8.53,0.896,0.5,13.1,0.112,8.9,5
6.78,0.285,0.37,15.5,0.082,11.3,8
7.54,0.676,0.59,0.9,0.1,9.3,5
5.51,0.454,0.15,3.0,0.124,10.6,5
8.18,0.732,0.47,4.3,0.045,10.7,6
9.27,0.498,0.19,2.2,0.033,11.0,5
8.51,0.558,0.0,2.5,0.023,11.9,5
7.96,0.775,0.3,0.9,0.138,8.4,4
7.22,0.754,0.43,9.7,0.141,10.9,5
7.91,0.572,0.33,3.1,0.148,10.1,4
10.9,0.666,0.58,1.5,0.169,9.0,5
8.73,0.762,0.37,2.1,0.109,11.3,6
7.91,0.284,0.04,1.4,0.057,10.4,6
9.14,0.273,0.34,0.9,0.034,8.4,6
7.22,0.491,0.45,4.0,0.055,8.9,5
9.43,0.586,0.37,1.3,0.027,10.7,5
4.69,0.489,0.06,2.1,0.103,11.8,7
9.69,0.37,0.38,0.9,0.147,10.6,5
5.72,0.622,0.0,0.9,0.125,9.8,3
9.36,0.481,0.0,15.5,0.037,9.8,6
9.04,0.84,0.37,3.9,0.179,10.5,4
6.49,0.61,0.19,15.5,0.108,10.8,5
7.47,0.532,0.27,0.9,0.038,10.1,6
5.39,0.354,0.21,0.9,0.103,10.0,5
5.8,0.642,0.15,6.9,0.029,11.2,7
8.58,0.252,0.45,2.4,0.144,8.8,4
7.94,0.77,0.59,5.1,0.027,8.8,7
7.99,0.613,0.11,8.1,0.079,11.9,7
9.04,0.682,0.18,0.9,0.135,10.3,4
5.44,0.452,0.36,0.9,0.012,10.4,6
5.52,0.334,0.02,1.2,0.069,8.4,4
7.08,0.185,0.0,2.8,0.055,9.5,6
10.2,0.378,0.16,1.2,0.203,10.8,5
5.53,0.394,0.2,15.5,0.073,11.1,7
8.33,0.622,0.39,0.9,0.098,8.4,5
10.01,0.425,0.16,1.5,0.093,12.0,6
8.36,0.548,0.34,2.0,0.106,8.9,6
5.46,0.499,0.0,0.9,0.068,11.7,7
8.98,0.828,0.0,1.2,0.072,11.3,5
11.16,0.756,0.55,7.8,0.048,10.3,7
6.47,0.51,0.33,2.2,0.134,10.3,6
9.76,0.443,0.24,0.9,0.015,12.7,8
9.85,0.639,0.31,0.9,0.108,8.9,5
8.08,0.352,0.38,1.7,0.08,9.7,6
11.86,0.862,0.19,14.4,0.052,10.4,6
7.84,0.586,0.39,1.1,0.129,10.9,6
8.7,0.396,0.58,0.9,0.132,10.4,6
4.93,0.507,0.16,1.7,0.059,10.2,5
9.96,0.648,0.59,1.2,0.052,11.1,7
10.84,0.535,0.29,3.8,0.152,11.5,6
4.74,0.814,0.1,6.1,0.071,8.6,5
9.86,0.848,0.39,3.4,0.139,12.3,4
9.19,0.409,0.02,4.8,0.13,11.1,7
8.1,0.317,0.17,4.1,0.133,9.3,6
6.04,0.634,0.17,1.7,0.07,11.1,5
8.66,0.71,0.24,1.1,0.069,10.0,5
5.97,0.708,0.11,1.3,0.105,10.5,4
6.54,0.726,0.36,2.3,0.151,10.0,4
8.78,0.662,0.16,5.1,0.055,12.9,6
8.49,0.432,0.69,4.5,0.152,9.2,6
8.52,0.561,0.52,12.7,0.117,10.4,6
8.42,0.854,0.09,14.5,0.024,10.6,6
10.71,0.656,0.06,6.9,0.155,10.4,5
8.9,0.69,0.01,3.7,0.088,9.4,6
9.37,0.406,0.07,0.9,0.023,9.9,7
7.42,0.589,0.57,1.4,0.039,11.2,6
7.58,0.703,0.2,1.5,0.069,9.6,6
6.91,0.44,0.15,0.9,0.16,10.4,4
7.85,0.306,0.33,3.1,0.012,11.3,7
8.27,0.76,0.37,4.7,0.044,11.2,7
6.61,0.525,0.34,3.4,0.12,11.7,5
10.23,0.296,0.47,0.9,0.059,12.3,7
8.07,0.745,0.31,0.9,0.135,11.9,5
8.98,0.394,0.01,0.9,0.049,10.4,6
7.52,0.193,0.7,1.6,0.031,11.6,7
7.65,0.63,0.57,5.0,0.123,10.2,6
10.62,0.71,0.58,0.9,0.148,11.5,6
6.17,0.783,0.31,3.9,0.012,10.8,7
8.42,0.818,0.22,9.7,0.099,9.8,7
4.66,0.447,0.34,0.9,0.143,11.1,5
9.8,0.575,0.46,0.9,0.056,9.6,6
8.66,0.368,0.23,0.9,0.135,10.9,5
7.38,0.43,0.7,1.8,0.032,10.6,8
6.63,0.52,0.43,4.0,0.036,9.9,6
4.91,0.57,0.32,0.9,0.056,8.6,5
6.67,0.643,0.28,4.5,0.084,8.7,7
8.17,0.337,0.37,1.4,0.08,11.6,7
7.36,0.606,0.45,0.9,0.071,12.4,6
5.54,0.516,0.15,4.6,0.076,10.1,6
4.99,0.57,0.33,15.5,0.122,9.8,5
6.23,0.421,0.33,0.9,0.174,10.0,6
7.98,0.329,0.25,2.8,0.138,12.1,6
10.19,0.809,0.44,6.2,0.031,12.0,8
10.67,0.39,0.18,2.2,0.137,9.7,7
9.07,0.737,0.36,5.8,0.208,9.7,4
10.54,0.424,0.11,2.3,0.088,11.8,6
9.2,0.545,0.06,2.6,0.115,11.3,5
10.36,0.17,0.56,2.0,0.092,12.5,8
7.62,0.193,0.06,3.7,0.149,11.1,6
7.09,0.481,0.44,1.2,0.067,11.0,6
8.29,0.874,0.23,15.5,0.115,11.1,6
7.44,0.679,0.48,11.9,0.05,10.4,6
8.22,0.523,0.34,0.9,0.108,10.7,5
9.04,0.497,0.15,0.9,0.126,9.3,5
10.74,0.754,0.24,1.8,0.092,11.0,6
8.98,0.458,0.7,0.9,0.061,11.4,6
9.41,0.381,0.28,2.9,0.036,11.4,8
7.65,0.386,0.29,1.0,0.122,10.2,5
9.48,0.577,0.16,3.0,0.032,10.2,6
6.29,0.542,0.28,3.6,0.173,11.0,5
7.23,0.256,0.4,0.9,0.114,10.4,7
7.98,0.441,0.4,15.5,0.113,9.7,5
8.9,0.316,0.3,0.9,0.089,9.2,5
4.83,0.615,0.21,2.9,0.012,8.4,4
10.4,0.387,0.23,4.7,0.111,10.4,6
7.49,0.742,0.09,1.1,0.012,10.6,6
10.49,0.439,0.61,0.9,0.126,10.3,6
9.96,0.713,0.23,5.2,0.055,11.1,7
6.96,0.393,0.02,13.9,0.169,9.5,4
11.61,0.177,0.48,1.6,0.083,8.9,6
9.37,0.577,0.35,0.9,0.069,10.2,7
8.63,0.568,0.32,0.9,0.091,10.0,7
8.84,0.431,0.17,1.1,0.078,10.9,5
8.02,0.167,0.0,3.9,0.139,9.8,6
7.29,0.286,0.0,0.9,0.095,10.8,5
8.07,0.223,0.06,5.8,0.111,12.3,6
9.1,0.793,0.34,1.2,0.14,9.7,4
6.45,0.741,0.45,0.9,0.051,11.0,6
9.44,0.63,0.23,2.2,0.03,8.4,6
7.56,0.511,0.25,3.4,0.025,10.0,7
8.59,0.858,0.29,1.3,0.083,10.4,4
7.08,0.955,0.36,5.0,0.064,10.3,6
7.83,0.343,0.28,0.9,0.11,10.0,5
9.22,0.535,0.01,1.3,0.157,11.3,5
9.62,0.499,0.41,5.0,0.182,10.2,5
5.64,0.63,0.28,3.3,0.119,10.3,4
5.96,0.623,0.13,1.6,0.087,10.5,5
5.62,0.225,0.37,1.7,0.21,8.7,4
10.89,0.346,0.31,8.6,0.067,10.6,9
11.7,0.304,0.42,1.1,0.148,9.5,5
8.61,0.495,0.47,1.6,0.157,8.6,6
8.65,0.482,0.0,1.7,0.131,8.4,4
7.24,0.244,0.29,2.4,0.125,10.9,5
7.78,0.395,0.54,0.9,0.075,9.8,7
9.0,0.413,0.34,4.9,0.158,9.4,5
9.6,0.609,0.08,0.9,0.05,10.8,5
8.4,0.806,0.13,5.1,0.07,11.7,8
4.6,0.299,0.25,3.2,0.132,10.0,5
10.35,0.623,0.09,0.9,0.082,10.0,6
8.15,0.635,0.28,5.6,0.116,11.0,5
8.66,0.539,0.49,4.7,0.052,9.2,5
7.92,0.51,0.33,2.0,0.041,11.6,6
6.43,0.605,0.18,1.1,0.138,10.4,5
7.67,0.486,0.41,15.5,0.085,9.8,7
7.78,0.504,0.0,1.2,0.012,9.8,5
4.84,0.325,0.63,12.2,0.123,9.9,6
7.72,0.648,0.0,1.3,0.051,8.6,5
6.75,0.823,0.23,2.2,0.096,8.8,5
6.06,0.647,0.78,4.6,0.106,13.0,7
4.89,0.384,0.24,5.9,0.087,9.7,6
6.89,0.324,0.25,0.9,0.044,11.6,6
7.66,0.337,0.53,6.6,0.024,8.7,7
7.8,0.457,0.3,0.9,0.058,11.0,5
5.98,0.716,0.41,0.9,0.099,13.2,6
5.85,0.323,0.14,2.1,0.083,10.3,5
7.87,0.686,0.38,1.0,0.087,9.7,6
7.72,0.673,0.33,1.0,0.171,10.5,3
7.93,0.38,0.0,2.8,0.112,10.7,6
7.17,0.247,0.14,2.1,0.127,8.4,6
8.59,0.602,0.26,0.9,0.166,10.5,3
10.57,0.555,0.25,6.0,0.087,11.2,6
8.44,0.302,0.25,15.5,0.134,10.1,6
9.05,0.513,0.43,6.0,0.106,10.5,5
6.61,0.449,0.24,7.7,0.089,8.4,5
6.09,0.812,0.26,1.0,0.118,10.9,4
5.42,0.782,0.0,3.0,0.077,10.9,4
8.86,0.98,0.0,1.8,0.138,9.1,4
8.44,0.12,0.0,3.8,0.013,10.3,7
6.46,0.435,0.22,0.9,0.16,13.0,5
10.4,0.495,0.41,4.2,0.123,11.0,6
7.04,0.337,0.01,9.9,0.143,11.6,5
9.89,0.528,0.25,0.9,0.123,11.3,7
7.74,0.419,0.76,2.7,0.131,9.1,6
8.12,0.799,0.24,0.9,0.034,8.4,5
8.13,0.368,0.08,1.3,0.104,9.6,5
11.45,0.563,0.33,1.0,0.173,10.9,4
7.17,0.268,0.0,1.0,0.081,11.6,6
6.32,0.401,0.31,5.2,0.063,10.7,7
6.96,0.312,0.19,2.8,0.039,11.4,9
4.6,0.558,0.24,0.9,0.073,9.7,5
9.08,0.577,0.54,0.9,0.125,10.2,5
5.15,0.771,0.0,3.2,0.073,11.2,5
11.3,0.409,0.25,0.9,0.099,9.0,6
7.16,0.392,0.26,3.0,0.099,11.1,5
7.58,0.505,0.23,2.5,0.071,11.2,6
9.6,0.531,0.25,3.1,0.037,11.6,8
8.21,0.493,0.31,0.9,0.082,10.6,5
6.61,0.737,0.46,5.8,0.075,10.9,6
8.31,0.523,0.51,4.0,0.053,11.4,8
5.44,0.469,0.43,6.3,0.027,11.2,7
7.65,0.476,0.34,0.9,0.053,8.4,6
10.13,0.847,0.14,0.9,0.098,10.7,5
6.8,0.547,0.33,0.9,0.044,10.3,7
11.28,0.413,0.22,0.9,0.111,11.7,5
7.31,0.358,0.71,2.6,0.068,8.6,6
10.1,0.665,0.57,4.3,0.101,10.9,6
7.41,0.12,0.44,0.9,0.134,11.8,7
8.85,0.633,0.3,10.7,0.143,9.9,6
8.83,0.835,0.3,2.3,0.084,9.9,4
6.58,0.783,0.0,0.9,0.113,9.3,4
6.92,0.668,0.49,2.0,0.088,11.8,5
8.07,0.318,0.23,3.0,0.086,11.3,6
9.09,0.563,0.36,1.1,0.04,10.9,8
6.73,0.54,0.43,4.0,0.12,10.5,5
6.77,0.757,0.14,0.9,0.126,9.5,4
8.55,0.722,0.12,0.9,0.039,10.3,3
9.19,0.494,0.36,10.9,0.109,9.4,5
8.5,0.302,0.2,5.9,0.099,12.1,9
7.84,0.315,0.15,1.4,0.063,9.5,6
9.1,0.203,0.41,8.1,0.1,11.0,7
9.84,0.9,0.18,6.9,0.061,9.7,5
7.29,0.524,0.53,3.4,0.045,9.5,5
7.58,0.431,0.13,1.0,0.133,9.8,4
7.12,0.475,0.34,10.1,0.092,11.3,7
10.7,0.762,0.0,0.9,0.099,9.8,3
10.39,0.362,0.0,1.3,0.062,11.8,7
6.29,0.458,0.19,0.9,0.18,12.2,5
7.73,0.36,0.22,15.5,0.076,10.7,6
9.91,0.658,0.14,1.6,0.022,11.8,5
7.61,0.603,0.33,1.8,0.156,10.9,5
8.52,0.484,0.0,0.9,0.059,11.2,6
6.38,0.565,0.29,0.9,0.105,10.2,5
11.51,0.51,0.0,0.9,0.117,10.0,5
5.77,0.412,0.62,1.3,0.116,12.6,6
9.14,0.58,0.2,1.5,0.116,11.4,4
5.17,0.24,0.62,3.1,0.129,10.7,7
7.52,0.699,0.22,2.0,0.055,9.8,5
7.59,0.5,0.28,1.0,0.079,9.8,7
11.18,0.325,0.21,2.0,0.037,10.3,7
10.08,0.496,0.43,1.9,0.02,12.4,7
6.77,0.68,0.4,15.5,0.132,9.7,4
8.8,0.166,0.42,2.9,0.076,11.4,7
12.3,0.407,0.36,0.9,0.097,9.9,6
8.8,0.555,0.24,15.5,0.074,10.5,7
7.26,0.512,0.77,1.0,0.121,9.0,6
5.25,0.512,0.22,1.0,0.012,9.1,6
11.15,0.61,0.09,2.5,0.036,11.1,6
5.91,0.437,0.42,0.9,0.079,11.1,6
11.19,0.657,0.34,1.3,0.035,10.5,6
9.53,0.466,0.12,0.9,0.114,8.5,3
8.85,0.368,0.48,6.8,0.056,12.4,7
8.87,0.719,0.41,15.5,0.147,10.3,6
8.44,0.514,0.01,0.9,0.012,10.2,6
8.92,0.662,0.57,15.5,0.097,8.4,6
10.48,0.446,0.65,3.0,0.115,11.4,7
7.93,0.416,0.5,1.1,0.104,9.6,5
7.51,0.378,0.41,5.9,0.089,12.0,7
7.35,0.576,0.08,1.4,0.082,10.4,5
11.34,0.605,0.25,3.0,0.036,9.3,7
7.45,0.3,0.36,15.5,0.028,10.9,8
7.84,0.683,0.47,0.9,0.048,9.5,5
5.25,0.703,0.34,1.2,0.098,9.3,4
9.06,0.356,0.44,4.3,0.171,10.6,6
8.12,0.439,0.19,2.2,0.126,10.3,6
9.13,0.338,0.05,1.7,0.036,10.3,6
10.56,0.426,0.39,2.0,0.147,11.6,5
12.14,0.803,0.0,6.6,0.121,10.4,6
5.93,0.572,0.46,10.5,0.116,9.7,7
7.34,0.729,0.23,0.9,0.089,10.9,5
6.69,0.542,0.43,6.1,0.096,8.9,5
11.37,0.569,0.4,5.4,0.143,11.6,6
7.87,0.671,0.39,3.9,0.087,11.6,5
6.15,0.619,0.13,1.3,0.12,10.5,6
9.44,0.683,0.37,7.9,0.09,9.5,6
8.36,0.655,0.31,3.0,0.068,8.9,5
6.54,0.277,0.44,0.9,0.053,11.9,6
4.6,0.62,0.32,0.9,0.159,11.5,4
11.57,0.629,0.37,6.6,0.144,9.4,6
9.02,0.523,0.0,3.6,0.091,11.5,5
8.23,0.712,0.4,7.3,0.218,9.4,4
5.98,0.513,0.18,0.9,0.158,9.5,5
7.63,0.422,0.32,0.9,0.077,9.3,4
9.11,0.577,0.01,1.3,0.146,8.4,5
9.6,0.419,0.41,1.2,0.114,11.0,6
8.35,0.533,0.61,0.9,0.012,10.8,7
8.59,0.622,0.4,13.7,0.047,10.2,6
6.1,0.511,0.09,6.4,0.091,10.7,4
8.86,0.543,0.09,1.6,0.052,10.5,4
7.86,0.686,0.23,7.8,0.1,10.5,4
7.44,0.586,0.15,3.6,0.076,9.9,5
10.78,0.822,0.46,7.0,0.095,10.6,6
7.9,0.832,0.24,1.0,0.049,10.4,4
5.99,0.609,0.34,15.5,0.04,10.2,7
8.66,0.415,0.0,3.5,0.033,11.8,6
6.86,0.575,0.06,3.9,0.023,10.1,5
11.16,0.256,0.22,0.9,0.073,9.3,7
7.21,0.357,0.33,2.4,0.148,11.9,6
7.0,0.555,0.63,4.0,0.085,11.7,7
8.77,0.436,0.08,0.9,0.051,9.3,6
8.49,0.371,0.46,0.9,0.086,10.0,6
8.77,0.548,0.51,4.9,0.062,8.9,5
11.02,0.73,0.32,4.5,0.033,9.1,7
9.57,0.586,0.36,6.8,0.012,11.4,8
4.68,0.57,0.69,1.6,0.051,11.2,7
10.38,0.307,0.24,1.1,0.074,12.2,6
4.6,0.709,0.42,5.6,0.087,11.8,6
6.88,0.197,0.06,5.9,0.12,10.1,6
9.95,0.349,0.72,1.8,0.088,11.7,7
9.63,0.526,0.08,2.4,0.212,10.7,5
10.06,0.974,0.19,8.3,0.1,9.3,5
7.14,0.873,0.23,0.9,0.08,12.1,4
6.7,0.577,0.12,0.9,0.095,11.0,6
8.43,0.331,0.5,2.4,0.14,8.4,5
11.91,0.29,0.25,6.3,0.012,9.7,8
7.43,0.566,0.1,0.9,0.112,10.6,5
7.69,0.545,0.22,1.9,0.122,8.4,4
8.53,0.409,0.11,2.9,0.112,9.9,6
5.94,0.565,0.7,6.5,0.132,11.4,6
6.7,0.76,0.0,3.5,0.039,9.6,4
10.12,0.662,0.07,2.1,0.12,10.9,3
8.16,0.771,0.51,1.8,0.157,10.9,6
8.2,0.171,0.29,9.0,0.035,11.8,9
9.21,0.519,0.25,11.9,0.182,9.2,3
7.84,0.47,0.08,1.1,0.012,9.0,5
9.96,0.245,0.4,0.9,0.071,9.3,7
5.44,0.549,0.52,3.6,0.124,10.6,6
8.49,0.454,0.13,2.1,0.038,9.3,6
9.64,0.558,0.53,1.1,0.088,10.4,5
7.4,0.329,0.46,1.4,0.074,11.0,7
8.85,0.466,0.23,3.8,0.098,11.3,5
7.75,0.658,0.33,0.9,0.153,11.2,5
7.68,0.553,0.2,15.5,0.15,10.5,5
9.75,0.187,0.12,1.5,0.083,11.3,7
8.83,0.674,0.36,7.6,0.075,11.2,5
9.57,0.495,0.08,1.5,0.012,11.2,7
7.93,0.516,0.42,1.5,0.126,11.2,6
8.28,0.691,0.21,8.7,0.115,11.2,5
10.01,0.351,0.47,0.9,0.134,9.9,7
9.37,0.699,0.14,1.1,0.105,8.4,4
8.48,0.755,0.25,0.9,0.015,10.2,6
9.02,0.59,0.25,2.1,0.035,10.5,7
7.54,0.438,0.25,6.3,0.065,10.0,6
7.06,0.604,0.5,5.0,0.116,10.3,5
5.43,0.359,0.61,2.8,0.012,8.9,6
8.95,0.652,0.16,0.9,0.115,9.7,4
5.54,0.595,0.28,2.3,0.052,9.4,6
8.73,0.532,0.0,0.9,0.075,12.9,6
7.36,0.607,0.26,1.2,0.143,9.4,4
7.97,0.536,0.49,13.8,0.055,10.8,8
7.34,0.424,0.12,1.5,0.012,8.4,7
7.73,0.658,0.41,1.2,0.056,8.4,6
6.9,0.566,0.11,6.7,0.134,11.3,5
8.17,0.703,0.32,0.9,0.128,10.1,5
10.77,0.504,0.2,0.9,0.133,9.5,5
10.03,0.276,0.31,6.1,0.183,12.1,7
9.59,0.699,0.12,0.9,0.062,10.2,5
9.75,0.754,0.32,0.9,0.029,11.6,6
11.01,0.708,0.24,0.9,0.077,11.3,4
7.68,0.498,0.4,4.4,0.08,8.4,6
10.11,0.603,0.65,2.3,0.07,10.7,8
10.48,0.36,0.2,9.4,0.192,11.2,5
10.54,0.264,0.31,4.1,0.069,10.7,7
7.14,0.542,0.42,2.7,0.128,10.8,5
5.17,0.613,0.19,5.3,0.038,10.2,6
5.68,0.388,0.23,0.9,0.075,8.4,5
9.83,0.497,0.5,9.3,0.132,11.3,6
5.05,0.476,0.44,1.0,0.132,10.0,4
8.35,0.355,0.33,0.9,0.125,11.0,7
7.57,0.647,0.45,11.0,0.109,11.6,5
4.77,0.395,0.29,14.0,0.012,10.3,7
8.65,0.374,0.07,2.2,0.115,10.3,5
7.8,0.484,0.2,0.9,0.116,12.1,6
4.9,0.367,0.45,2.4,0.149,9.1,4
6.71,0.449,0.21,2.6,0.216,10.4,3
8.84,0.492,0.37,4.0,0.045,10.9,6
6.41,0.696,0.54,0.9,0.073,9.4,6
6.79,0.433,0.3,10.2,0.174,9.9,5
10.69,0.532,0.17,1.5,0.154,10.3,5
7.64,0.893,0.34,2.1,0.141,11.1,4
9.82,0.458,0.0,1.7,0.077,12.1,7
9.48,0.459,0.28,0.9,0.067,12.1,7
9.52,0.763,0.49,1.0,0.016,10.3,6
9.6,0.755,0.2,1.2,0.083,9.8,6
6.27,0.613,0.65,1.4,0.13,9.6,4
9.79,0.397,0.17,2.3,0.116,10.6,8
10.49,0.848,0.29,1.1,0.044,9.5,4
7.03,0.436,0.22,9.7,0.012,12.3,7
7.13,0.438,0.67,4.1,0.05,10.2,7
8.46,0.541,0.09,1.5,0.063,10.4,7
9.71,0.488,0.04,5.3,0.164,9.5,5
11.97,0.517,0.36,1.5,0.013,12.4,6
12.13,0.386,0.4,7.4,0.121,8.8,5
6.63,0.636,0.42,1.0,0.137,9.4,5
6.89,0.467,0.09,8.0,0.081,10.3,6
9.05,0.663,0.43,1.5,0.093,11.0,6
11.39,0.574,0.36,15.5,0.032,9.1,7
10.99,0.451,0.0,5.8,0.075,11.5,7
7.79,0.49,0.39,2.4,0.012,10.3,7
8.01,0.413,0.03,15.5,0.087,11.6,6
8.4,0.623,0.07,1.5,0.117,9.4,3
6.68,0.304,0.42,15.5,0.062,10.2,7
8.13,0.292,0.14,1.5,0.111,10.1,6
6.08,0.24,0.12,7.9,0.104,9.4,6
8.28,0.175,0.13,1.9,0.101,10.1,6
10.13,0.588,0.31,4.1,0.109,10.5,5
7.49,0.319,0.55,0.9,0.106,10.1,6
8.24,0.293,0.32,11.6,0.106,11.0,7
12.96,0.394,0.09,3.9,0.092,10.9,7
9.94,0.8,0.51,2.7,0.123,9.0,5
10.38,0.585,0.26,12.1,0.134,9.5,6
6.13,0.41,0.0,1.8,0.136,10.5,5
7.26,0.479,0.13,5.3,0.069,10.7,7
9.24,0.669,0.45,2.3,0.07,10.3,5
8.66,0.318,0.38,1.0,0.036,10.1,5
8.77,0.561,0.36,0.9,0.012,10.9,7
7.97,0.355,0.34,0.9,0.063,11.1,6
10.35,0.38,0.0,0.9,0.103,12.7,6
8.16,0.555,0.33,0.9,0.088,8.4,6
9.42,0.442,0.56,5.3,0.019,11.9,8
4.6,0.435,0.17,0.9,0.059,10.0,7
8.77,0.399,0.29,1.0,0.08,10.7,5
8.17,0.556,0.08,1.5,0.109,10.5,5
7.69,0.522,0.7,1.8,0.088,12.0,7
4.82,0.32,0.0,0.9,0.097,10.7,6
8.7,0.393,0.46,7.0,0.105,10.2,5
7.69,0.548,0.38,5.9,0.103,10.9,7
7.45,0.442,0.32,10.0,0.127,11.0,5
9.58,0.553,0.31,1.6,0.095,11.4,7
9.22,0.694,0.33,2.0,0.08,9.0,6
10.63,0.575,0.49,1.7,0.048,8.9,5
5.65,0.389,0.13,13.3,0.032,11.9,8
6.12,0.525,0.5,2.1,0.086,8.6,5
9.87,0.364,0.0,0.9,0.11,11.1,3
8.48,0.496,0.46,2.0,0.103,10.4,5
8.07,0.5,0.16,2.5,0.069,8.7,7
8.96,0.329,0.16,15.5,0.012,11.6,8
7.9,0.545,0.06,5.8,0.129,8.4,5
8.74,0.392,0.16,5.6,0.201,11.1,4
13.01,0.408,0.34,0.9,0.121,10.5,6
6.58,0.275,0.09,3.2,0.038,11.1,6
8.0,0.545,0.39,6.4,0.053,10.3,7
11.14,0.639,0.38,4.4,0.07,10.2,6
8.55,0.457,0.56,0.9,0.146,9.1,6
7.96,0.507,0.23,1.0,0.06,10.9,5
7.66,0.569,0.2,0.9,0.088,10.2,5
7.44,0.427,0.0,1.4,0.067,11.4,7
8.33,0.31,0.25,0.9,0.061,8.4,6
6.43,0.223,0.49,11.5,0.073,11.4,7
11.54,0.375,0.17,15.5,0.115,11.3,7
10.01,0.398,0.09,2.1,0.082,9.8,7
5.54,0.96,0.18,2.8,0.145,10.0,3
10.62,0.611,0.31,1.3,0.1,9.8,6
9.15,0.435,0.34,1.1,0.062,10.3,7
7.52,0.341,0.33,0.9,0.1,9.3,4
8.94,0.605,0.1,0.9,0.083,11.3,5
6.77,0.631,0.56,1.3,0.167,11.9,6
9.38,0.435,0.34,0.9,0.114,10.3,5
7.73,0.599,0.78,14.1,0.035,11.3,8
8.08,0.406,0.0,1.2,0.026,10.4,5
6.32,0.581,0.62,2.5,0.069,10.3,5
6.18,0.308,0.57,6.1,0.041,11.8,7
10.79,0.805,0.28,4.1,0.157,9.4,4
5.37,0.5,0.05,0.9,0.125,10.4,5
6.5,0.668,0.52,14.4,0.067,9.3,6
7.53,0.491,0.09,1.0,0.182,10.5,5
8.42,0.65,0.37,1.2,0.045,11.4,6
7.81,0.653,0.17,0.9,0.016,9.8,6
7.25,0.478,0.0,7.7,0.038,9.6,5
8.95,0.212,0.26,0.9,0.064,11.3,8
9.13,0.629,0.04,1.5,0.179,9.5,4
7.02,0.438,0.11,1.0,0.171,12.3,4
8.56,0.426,0.42,0.9,0.034,9.9,6
6.48,0.547,0.39,6.7,0.02,9.5,8
4.86,0.677,0.0,3.5,0.028,9.5,4
7.41,0.481,0.34,0.9,0.11,12.1,5
8.16,0.429,0.38,0.9,0.122,9.4,5
6.01,0.671,0.23,1.5,0.098,10.0,4
9.62,0.548,0.13,0.9,0.072,9.3,5
8.13,0.458,0.0,0.9,0.07,9.5,5
9.02,0.428,0.3,0.9,0.06,10.6,7
8.19,0.249,0.32,0.9,0.128,9.5,5
9.27,0.593,0.0,0.9,0.012,9.2,5
7.34,0.475,0.6,6.8,0.057,11.7,7
8.11,0.815,0.69,1.0,0.021,8.7,6
8.1,0.675,0.2,0.9,0.206,11.5,3
8.95,0.279,0.42,3.3,0.124,10.0,6
10.44,0.468,0.15,0.9,0.035,10.5,7
6.55,0.363,0.43,1.1,0.069,11.5,7
9.74,0.59,0.45,3.7,0.124,9.9,5
8.7,0.172,0.18,1.1,0.203,9.1,5
10.56,0.366,0.0,2.9,0.146,9.7,4
6.83,0.748,0.48,2.0,0.106,10.3,6
9.09,0.373,0.05,4.1,0.043,9.9,6
7.36,0.537,0.19,0.9,0.083,11.8,6
8.53,0.204,0.54,1.7,0.073,8.4,6
9.64,0.311,0.35,1.0,0.059,8.4,5
7.34,0.967,0.13,0.9,0.081,11.6,3
7.93,0.593,0.17,15.5,0.132,10.9,5
7.99,0.397,0.21,0.9,0.052,10.3,5
8.75,0.505,0.05,1.0,0.042,12.0,8
9.15,0.493,0.13,4.2,0.101,10.8,5
9.23,0.567,0.02,5.1,0.122,12.3,6
8.47,0.479,0.17,1.6,0.164,11.0,4
9.7,0.606,0.01,1.2,0.134,11.8,8
9.65,0.573,0.21,4.6,0.112,10.4,6
9.33,0.536,0.27,2.0,0.077,9.9,6
7.42,1.176,0.0,5.5,0.098,11.7,3
9.34,0.457,0.25,14.9,0.06,10.0,6
9.46,0.664,0.24,4.5,0.047,10.4,5
11.87,0.723,0.3,3.1,0.083,9.8,5
9.62,0.43,0.22,4.5,0.079,9.4,5
7.29,0.638,0.0,15.5,0.081,11.0,7
10.96,0.568,0.4,4.5,0.126,11.0,5
8.52,0.773,0.16,3.4,0.119,10.4,6
10.31,0.517,0.09,3.2,0.022,12.1,8
7.52,0.393,0.32,15.5,0.069,10.4,6
10.48,0.749,0.11,0.9,0.089,11.4,5
9.13,0.492,0.38,0.9,0.055,11.6,6
8.62,0.829,0.12,0.9,0.059,10.2,5
